title,method,complexity,scenario,advantages,limitations,data_driven,category,category_zh,category_bilingual,source_category
Verbal-R3: Verbal Reranker as the Missing Bridge between Retrieval and Reasoning,"Verbal-R3, a novel agentic RAG framework that consists of a Generator and a Verbal Reranker. The Generator performs iterative retrieval and reasoning, while the Verbal Reranker returns relevance scores and Verbal Anno...",medium,complex Question Answering benchmarks,"Bridging retrieval results and the LLM's reasoning ability through Verbal Annotations, analytic narratives that explicitly articulate the logical connection between a search query and retrieved contexts.",unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Agentic and Multi-Agent RAG
Beyond Semantic Relevance: Counterfactual Risk Minimization for Robust Retrieval-Augmented Generation,Counterfactual Risk Minimization for RAG (CoRM-RAG) with a Cognitive Perturbation Protocol for training and a lightweight Evidence Critic scoring module,high,decision-making benchmarks,"Propose CoRM-RAG, a framework that aligns retrieval with decision safety rather than similarity using a Cognitive Perturbation Protocol and Evidence Critic to identify documents with sufficient evidential strength",unknown,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
Chain of Evidence: Pixel-Level Visual Attribution for Iterative Retrieval-Augmented Generation,"A retriever-agnostic visual attribution framework using Vision-Language Models to reason directly over screenshots of retrieved document candidates, outputting precise bounding boxes and visualizing the complete reaso...",medium,Wiki-CoE (a large-scale dataset of structured web pages derived from 2WikiMultiHopQA) and SlideVQA (a challenging dataset of presentation slides featuring complex diagrams and free-form layouts),"Chain of Evidence (CoE), a retriever-agnostic visual attribution framework that leverages Vision-Language Models to reason directly over screenshots of retrieved document candidates, eliminating format-specific parsin...",Unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Multimodal and Visual RAG
MindMelody: A Closed-Loop EEG-Driven System for Personalized Music Intervention,"A hybrid Transformer-GNN that decodes real-time EEG signals into Valence-Arousal states and local temporal affect trajectories, which are then fed into a RAG-equipped LLM to formulate structured intervention plans. A...",medium,unknown,"A fully functional, closed-loop real-time system for EEG-driven personalized music intervention that uses an emotion-mediated semantic bridge to map EEG signals to music generation.",unknown,unknown,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),General or Unspecified RAG
NEURON: A Neuro-symbolic System for Grounded Clinical Explainability,A neuro-symbolic system that combines SNOMED CT ontology-informed structural representations with machine learning models and a RAG grounded LLM layer for generating explanations.,medium,MIMIC-IV dataset for Acute Heart Failure mortality prediction,NEURON integrates SNOMED CT ontology-informed structural representations with machine learning models and a Retrieval-Augmented Generation (RAG) grounded LLM layer to synthesize SHAP feature attributions and patient-s...,unknown,yes,Knowledge Graph and Structured Knowledge RAG,知识图谱与结构化知识 RAG,知识图谱与结构化知识 RAG (Knowledge Graph and Structured Knowledge RAG),Core Retrieval and Ranking Methods
A Sentence Relation-Based Approach to Sanitizing Malicious Instructions,"Constructing a sentence-level relational graph across user query and external data, using entailment and contradiction scores as edge weights to identify sentences that deviate from the core task, then employing conne...",medium,not specified,"SONAR, a prompt sanitization framework that identifies and removes injected content using metrics from natural language inference.",unknown,unknown,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
Seeking Information with RAG-Assistants: Does Model Size Matter in Human-AI Collaborations?,"Comparing performance of humans assisted by RAG-assistants with different model sizes (3B, 8B, 70B) against LLM-only and LLM+RAG baselines in a workplace-inspired scenario.",low,A realistic multi-turn information-seeking scenario inspired by workplace settings where compliance with local legislation and secure handling of sensitive data are key.,Evaluating RAG-assistants in realistic multi-turn information-seeking scenarios to understand how model size affects human-AI collaboration dynamics.,Unknown,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
"""I Don't Know"" -- Towards Appropriate Trust with Certainty-Aware Retrieval Augmented Generation","CERTA (Certainty Enhanced RAG for Trustworthy Answers), a specialized Retrieval Augmented Generation system that incorporates relevance between question, context, and answer to reflect uncertainty in answering questions.",medium,"Certainty Benchmark with 90 question-context pairs of non-objective questions, divided over four categories (factuality, preference, sycophancy, morality) and three types of contexts (relevant, incomplete, irrelevant).",Conveying appropriate levels of self-reflected certainty to build appropriate trust in AI systems.,unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
E-MIA: Exam-Style Black-Box Membership Inference Attacks against RAG Systems,"E-MIA creates exams with four question types (FB/SC/MC/T/F) based on fine-grained details, proper nouns/technical terms, definitional statements, metadata cues, and causal/constraint relations from target documents, u...",medium,multiple datasets and diverse RAG configurations,Convert verifiable hard evidence in target documents into objectively gradable exam questions to determine membership in the RAG knowledge base.,unknown,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
ARIS: Agentic and Relationship Intelligence System for Social Robots,"ARIS framework with multimodal reasoning, graph-based Social World Model, and RAG-based conversational pipeline that maintains bounded latency",medium,Pepper robot in a robot-mediated dyadic conversational setting with user study (N=23),"ARIS, an agentic AI framework that unifies multimodal reasoning, a graph-based Social World Model, and retrieval-augmented generation (RAG) within a single modular architecture for social robots",unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),General or Unspecified RAG
When Good OCR Is Not Enough: Benchmarking OCR Robustness for Retrieval-Augmented Generation,"Introduction of an OCR benchmark for industrial RAG systems covering 11 challenging document types, including extreme layouts, high-resolution pages, complex backgrounds, historical documents, decorated text, and docu...",medium,"11 challenging document types including extreme layouts, high-resolution pages, complex or watermarked backgrounds, historical documents with non-standard reading orders, visually decorated text, and documents contain...","High OCR accuracy does not necessarily translate into strong downstream RAG performance, as structural and semantic errors can cause substantial retrieval failures even when character-level metrics like WER/CER remain...",not specified,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Evaluation, Benchmarks, and Diagnostics"
DebiasRAG: A Tuning-Free Path to Fair Generation in Large Language Models through Retrieval-Augmented Generation,DebiasRAG consists of three stages: (1) query-specific debiasing candidate generation through self-diagnosed bias contexts; (2) context candidate pool construction by producing debiasing contexts as additional fairnes...,medium,chunked Wikipedia dataset mentioned as the regular RAG document database,"DebiasRAG, a tuning-free and dynamic query-specific debiasing framework based on retrieval-augmented generation that improves fairness while preserving the intrinsic properties of LLMs.",unknown,partly,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
A Retrieval-Enhanced Transformer for Multi-Step Port-of-Call Sequence Prediction in Global Liner Shipping,"CCRE framework with a retrieval-enhanced historical encoder, Transformer-based trajectory encoder with adaptive ""middle fusion"" via cross-attention, and an autoregressive Transformer decoder with Scheduled Sampling an...",medium,global dataset in maritime shipping domain,A Connectivity-Constrained and Retrieval-Enhanced (CCRE) deep learning framework that queries a global maritime database for contextually similar navigational precedents to compensate for data sparsity and resolve rou...,not specified,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
Towards Generalization of Block Attention via Automatic Segmentation and Block Distillation,"Construction of SemanticSeg dataset with over 30k instances across 16 categories, training a lightweight segmenter to automatically partition text into human-instinct-aligned blocks, and proposing block distillation f...",high,"SemanticSeg dataset containing over 30k instances across 16 categories including books, code, web text, and conversations with text lengths ranging from 2k to 32k. Multiple models and benchmarks used for experiments.",Using a large semantic segmentation dataset to train a lightweight segmenter for automatic text partitioning and developing a block distillation training framework that is more efficient than block fine-tuning.,Not specified,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Core Retrieval and Ranking Methods
Fairness-Aware Retrieval Optimization for Retrieval-Augmented Generation,"A framework combining controlled bias injection via reranking, a position-aware model of bias propagation, and an optimization formulation balancing relevance and fairness, with a scalable solution called Quadratic Fa...",high,unknown,A fairness-aware retrieval framework that models and controls bias in the retrieval process for RAG systems.,unknown,unknown,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)",Core Retrieval and Ranking Methods
Retrieval-Augmented Large Language Models for Schema-Constrained Clinical Information Extraction,"Modular RAG pipeline with schema-constrained prompting (full schema vs. pruned candidate schema), deterministic schema-based postprocessing, and second-pass audit, using Llama-4-Scout-17B-16E-Instruct and GPT-5.2 as L...",high,"MEDIQA-SYNUR, which focuses on observation extraction from conversational nurse-patient transcripts.","A modular retrieval-augmented generation (RAG) pipeline that uses training set as exemplar corpus, combines schema-constrained prompting, deterministic schema-based postprocessing, and a second-pass audit.",unknown,yes,Domain-Specific RAG Applications,领域应用型 RAG,领域应用型 RAG (Domain-Specific RAG Applications),Core Retrieval and Ranking Methods
Eskwai for Students: Generative AI Assistant for Legal Education in Ghana,Retrieval augmented generation (RAG) system with a curated database of over 12K case laws and 1.4K legislation in Ghana.,medium,Longitudinal study of 30 months (2.5 years) used by 3.1K law students in Ghana who made 32K queries.,"Development of Eskwai for Students, a retrieval augmented generation system to help law students with legal education.",Ethical concerns raised by the types of queries submitted by law students.,yes,Domain-Specific RAG Applications,领域应用型 RAG,领域应用型 RAG (Domain-Specific RAG Applications),Domain-Specific RAG Applications
Is Grep All You Need? How Agent Harnesses Reshape Agentic Search,"Two experiments: Experiment 1 compares grep and vector retrieval on 116 questions from LongMemEval using different agent harnesses (Chronos, Claude Code, Codex, Gemini CLI) and different tool result presentation metho...",medium,LongMemEval dataset with 116 questions,Conducting an empirical study to compare different retrieval strategies (grep vs vector) across various agent architectures and tool-calling paradigms in agentic search systems.,Not specified,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),"Evaluation, Benchmarks, and Diagnostics"
Why Neighborhoods Matter: Traversal Context and Provenance in Agentic GraphRAG,"Controlled ablation experiments comparing the effects of isolating, removing, and masking cited and uncited graph entities.",medium,unknown,"Citation faithfulness in Agentic GraphRAG should be framed as a trajectory-level problem where citations should support the answer and account for the graph traversal, structure, and visited-but-uncited entities that...",unknown,unknown,Knowledge Graph and Structured Knowledge RAG,知识图谱与结构化知识 RAG,知识图谱与结构化知识 RAG (Knowledge Graph and Structured Knowledge RAG),Core Retrieval and Ranking Methods
From Scenes to Elements: Multi-Granularity Evidence Retrieval for Verifiable Multimodal RAG,"GranuRAG, a multi-granularity framework with three stages: element-level detection and classification, multi-granularity cross-modal alignment for evidence retrieval, and attribution-constrained generation.",medium,"GranuVistaVQA, a multimodal benchmark featuring real-world landmarks with element-level annotations across multiple viewpoints, capturing the partial observation challenge.","Multi-granularity framework that treats visual elements as first-class retrieval units through element-level detection and classification, multi-granularity cross-modal alignment for evidence retrieval, and attributio...",unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Multimodal and Visual RAG
Emotion-Attended Stateful Memory (EASM):The Architecture for Hyper-Personalization at Scale,An emotion-attended stateful memory architecture for constructing user-specific conversational context,medium,thirty non-scripted conversations spanning six emotionally distinct categories,"An emotion-attended stateful memory architecture that dynamically constructs user-specific conversational context using long-term history, emotional signals, and inferred intent at inference time",broader validation across larger and more diverse evaluations remains necessary,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),General or Unspecified RAG
Falkor-IRAC: Graph-Constrained Generation for Verified Legal Reasoning in Indian Judicial AI,"Falkor-IRAC, a framework that ingests Indian court judgments as IRAC node structures with procedural state transitions, precedent relationships, and statutory references stored in FalkorDB, and uses a Verifier Agent t...",medium,"Indian court judgments from the Supreme Court and High Courts, the companion InIRAC dataset with 500+ structured Indian court judgments with IRAC annotations","Graph-constrained generation framework for legal AI that grounds generation in structured reasoning over an IRAC (Issue, Rule, Analysis, Conclusion) knowledge graph.",Evaluation against vector-only RAG baselines is left for future work,yes,Knowledge Graph and Structured Knowledge RAG,知识图谱与结构化知识 RAG,知识图谱与结构化知识 RAG (Knowledge Graph and Structured Knowledge RAG),Knowledge Graph and Structured Knowledge RAG
Not All RAGs Are Created Equal: A Component-Wise Empirical Study for Software Engineering Tasks,"Component-wise empirical study evaluating 21 distinct models and methods, isolating 4 query processing techniques, 7 retrieval models, 4 context refinement methods, and 6 generators.",medium,"Software engineering tasks including code generation, summarization, and repair.","Retriever-side components, particularly the choice of retrieval algorithm, have a more significant influence on RAG system performance than the generator model selection.",unknown,yes,Domain-Specific RAG Applications,领域应用型 RAG,领域应用型 RAG (Domain-Specific RAG Applications),Domain-Specific RAG Applications
Deepchecks: Evaluating Retrieval-Augmented Generation (RAG),A multi-faceted approach with root cause analysis and production monitoring for evaluating RAG applications.,medium,unknown,"Deepchecks, a comprehensive framework tailored for evaluating RAG applications.",unknown,unknown,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
Does RAG Know When Retrieval Is Wrong? Diagnosing Context Compliance under Knowledge Conflict,"Context-Driven Decomposition (CDD), a belief-decomposition probe and intervention mechanism.",medium,"Epi-Scale stress tests, TruthfulQA misconception injection, cross-model reruns.","Context-Driven Decomposition (CDD), a belief-decomposition probe that operates at inference time and serves as an intervention mechanism for controlled retrieval conflict.",unknown,yes,"Survey, Theory, and Governance",综述、理论与治理,"综述、理论与治理 (Survey, Theory, and Governance)","Evaluation, Benchmarks, and Diagnostics"
Why Retrieval-Augmented Generation Fails: A Graph Perspective,"Constructing attribution graphs using circuit tracing to model information flow through transformer layers during decoding, and developing a graph-based error detection framework.",medium,multiple question answering benchmarks,Examining how retrieved evidence influences answer generation through model-internal analysis using circuit tracing to construct attribution graphs.,unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
Thinking Ahead: Prospection-Guided Retrieval of Memory with Language Models,"PGR expands a user query into a short Tree-of-Thought or linear chain of plausible next steps, uses these steps as retrieval probes, then uses the retrieved facts to personalize the next round of prospection, enabling...",medium,"MemoryQuest benchmark (multi-session benchmark with 3-5 dated reference facts per query subject to low query-reference similarity constraint) and 1,625 queries spanning 185 user profiles from 3 publicly available data...","Prospection-Guided Retrieval (PGR), which decouples retrieval from how memories are stored by using expanded goals in Tree-of-Thought (ToT) or linear chains as retrieval probes rather than relying solely on the origin...",Not explicitly mentioned,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Core Retrieval and Ranking Methods
ProtoMedAgent: Multimodal Clinical Interpretability via Privacy-Aware Agentic Workflows,"A framework that operates on a frozen prototype backbone, distilling latent visual and tabular features into a discrete semantic memory, with online generation strictly constrained by exact set-theoretic differentials...",high,"A 4,160-patient clinical cohort","ProtoMedAgent formalizes multimodal clinical reporting as an iterative, zero-gradient test-time optimization problem over a strict neuro-symbolic bottleneck, distilling latent features into a discrete semantic memory...",unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),"Reliability, Safety, Privacy, and Security"
Derivation Prompting: A Logic-Based Method for Improving Retrieval-Augmented Generation,"deriving conclusions from initial hypotheses through the systematic application of predefined rules, constructing an interpretable derivation tree that adds control over the generation process",medium,unknown,"Derivation Prompting, a novel prompting technique for the generation step of the Retrieval-Augmented Generation framework, inspired by logic derivations",unknown,unknown,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),General or Unspecified RAG
VectorSmuggle: Steganographic Exfiltration in Embedding Stores and a Cryptographic Provenance Defense,"Evaluates steganographic techniques using perturbations (noise injection, rotation, scaling, offset, fragmentation) and proposes VectorPin, a cryptographic provenance protocol that pins embeddings to source content vi...",medium,"synthetic-PII corpus on text-embedding-3-large, four locally hosted open embedding models, BEIR NFCorpus, Quora subset (over 26,000 chunks combined), seven vector-store configurations","Attackers can hide payload data inside embeddings using simple post-embedding perturbations while preserving surface-level retrieval behavior, and a cryptographic provenance protocol can prevent such attacks.",not specified,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
PersonalAI 2.0: Enhancing knowledge graph traversal/retrieval with planning mechanism for Personalized LLM Agents,"PAI-2 framework with adaptive, iterative information search guided by extracted entities, matched graph vertices, and generated clue-queries, utilizing graph traversal algorithms like BeamSearch and WaterCircles with...",medium,"Natural Questions, TriviaQA, HotpotQA, 2WikiMultihopQA, MuSiQue, DiaASQ, and MINE-1 benchmarks","Enhancing LLM-based systems through integration of external knowledge graphs with a dynamic, multistage query processing pipeline",unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Knowledge Graph and Structured Knowledge RAG
RS-Claw: Progressive Active Tool Exploration via Hierarchical Skill Trees for Remote Sensing Agents,"RS-Claw, a novel remote sensing agent architecture that uses skill encapsulation to hierarchically structure tool descriptions, allowing agents to first select relevant skill branches by reading summaries, then dynami...",medium,Earth-Bench benchmark,"Reframing tool selection as active exploration within the tool space, using hierarchical skill trees to enable sequential decision-making and dynamic loading of tool descriptions.",not specified,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Agentic and Multi-Agent RAG
CANTANTE: Optimizing Agentic Systems via Contrastive Credit Attribution,"CANTANTE, a framework that decomposes system-level rewards into per-agent update signals by contrasting rollouts of multiple joint configurations on the same query, instantiated for prompt optimization",high,"programming (MBPP), mathematical reasoning (GSM8K), and multi-hop question answering (HotpotQA)","optimizing agentic systems is fundamentally a credit-assignment problem, and contrasting rollouts of multiple joint configurations on the same query can decompose system-level rewards into per-agent update signals",unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Agentic and Multi-Agent RAG
Utility-Oriented Visual Evidence Selection for Multimodal Retrieval-Augmented Generation,"A training-free, surrogate-accelerated framework that efficiently estimates evidence utility using lightweight multimodal models, based on ranking evidence by information gain on a latent variable.",high,MRAG-Bench and Visual-RAG across multiple model families,Reformulating multimodal evidence selection from an information-theoretic perspective by defining evidence utility as the information gain induced on a model's output distribution.,Unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Multimodal and Visual RAG
An Agentic AI Framework with Large Language Models and Chain-of-Thought for UAV-Assisted Logistics Scheduling with Mobile Edge Computing,"The framework has two components: (1) an agentic AI with LLMs, RAG, and chain-of-thought reasoning to create mathematical formulations, and (2) a hierarchical deep reinforcement learning approach based on proximal pol...",high,cloud manufacturing with unmanned aerial vehicles (UAVs) and mobile edge computing (MEC),"An agentic-AI-assisted optimization framework combining large language models, retrieval-augmented generation, and chain-of-thought reasoning to translate user input into mathematical formulations, plus a hierarchical...",unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Agentic and Multi-Agent RAG
Retrieval-Augmented Tutoring for Algorithm Tracing and Problem-Solving in AI Education,"Intent-aware Socratic response strategy to tailor support to different student needs, responding with targeted hints, guiding questions, and progressive scaffolding; a multimodal RAG pipeline that retrieves relevant i...",medium,course materials,"KITE (Knowledge-Informed Tutoring Engine), a Retrieval-Augmented Generation (RAG)-based intelligent tutoring system designed to serve as a classroom teaching assistant for algorithmic reasoning and problem-solving tasks",unknown,yes,Domain-Specific RAG Applications,领域应用型 RAG,领域应用型 RAG (Domain-Specific RAG Applications),Domain-Specific RAG Applications
"Retrieval is Cheap, Show Me the Code: Executable Multi-Hop Reasoning for Retrieval-Augmented Generation","PyRAG framework that represents the reasoning process as an executable Python program over retrieval and QA tools, exposing intermediate states as variables and enabling compiler-grounded self-repair and execution-dri...",high,"PopQA, HotpotQA, 2WikiMultihopQA, MuSiQue, and Bamboogle QA benchmarks",Reformulating multi-hop RAG as program synthesis and execution using executable Python programs over retrieval and QA tools.,unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
Synthesizing the Expert: A Validated Multimodal Dataset for Trustworthy AI-Assisted Swimming Coaching,"A multi-agent LLM architecture utilizing a multimodal knowledge base gathered across four dimensions: physiological data, physiological literature, kinematic sensor data, and unstructured domain expertise",high,"A dataset of 1,864 validated ""Question-Context-Answer"" triplets drawn from 1,914 drafts evaluated against 12 physiological soundness rules, focused on swimming coaching applications","A novel generative framework that leverages a multimodal knowledge base to synthesize a high-fidelity dataset of validated ""Question-Context-Answer"" triplets",Unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Domain-Specific RAG Applications
"Overview of the MedHopQA track at BioCreative IX: track description, participation and evaluation of systems for multi-hop medical question answering","Development of a novel dataset of 1,000 challenging QA pairs spanning diseases, genes, and chemicals, with questions requiring two-hop reasoning through integration of information from two distinct Wikipedia pages",low,"MedHopQA dataset of 1,000 QA pairs spanning diseases, genes, and chemicals, with emphasis on rare diseases, requiring two-hop reasoning",BioCreative IX MedHopQA shared task was designed to benchmark multi-hop reasoning for large language models (LLMs),unknown,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
Bidirectional Empowerment of Metamorphic Testing and Large Language Models: A Systematic Survey,Systematic survey of 93 primary studies to characterize the reciprocal relationship between MT and LLMs through a taxonomy spanning two complementary directions: MT for LLMs and LLMs for MT.,low,unknown,"Metamorphic testing (MT) is a promising approach for testing LLMs, and conversely, LLMs can automate labor-intensive phases of MT, creating a bidirectional empowerment relationship.",unknown,unknown,"Survey, Theory, and Governance",综述、理论与治理,"综述、理论与治理 (Survey, Theory, and Governance)","Survey, Theory, and Governance"
LegalCheck: Retrieval- and Context-Augmented Generation for Drafting Municipal Legal Advice Letters,"LegalCheck, a system that uses a large language model (LLM) alongside curated legal knowledge bases to perform retrieval of relevant laws and precedents, and uses controlled prompting to incorporate both external know...",medium,Municipality of Amsterdam deployment,Automating the drafting of objection response letters through a combination of Retrieval-Augmented Generation (RAG) and Context-Augmented Generation (CAG).,unknown,yes,Domain-Specific RAG Applications,领域应用型 RAG,领域应用型 RAG (Domain-Specific RAG Applications),Domain-Specific RAG Applications
Towards Order Fairness: Mitigating LLMs Order Sensitivity through Dual Group Advantage Optimization,DGAO uses reinforcement learning to reward the policy model for generating order-stable and correct outputs while penalizing order-sensitive or incorrect responses.,high,"RAG, mathematical reasoning, and classification tasks",DGAO (Dual Group Advantage Optimization) improves model accuracy and order stability simultaneously by calculating and balancing intra-group relative accuracy advantage and inter-group relative stability advantage.,not specified,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Agentic and Multi-Agent RAG
Very Efficient Listwise Multimodal Reranking for Long Documents,"Two-stage training strategy: (i) listwise pretraining on large-scale text data rendered as images, and (ii) multimodal finetuning with VLM-teacher-distilled soft-ranking supervision.",high,MMDocIR benchmark,"ZipRerank, a highly efficient listwise multimodal reranker that reduces input length via query-image early interaction and eliminates autoregressive decoding by scoring all candidates in a single forward pass.",Unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Multimodal and Visual RAG
Persistent and Conversational Multi-Method Explainability for Trustworthy Financial AI,"An architecture for human-centered explainable AI that treats XAI artifacts as persistent objects in S3-compatible storage, enables multi-method explanation triangulation through RAG, and evaluates explanation faithfu...",medium,EXTRA-BRAIN financial sentiment analysis pipeline using FinBERT predictions,"Combining persistent XAI artifacts with semantic retrieval, multi-method explanation triangulation using RAG, and automated evaluation of explanation faithfulness.",unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
CuSearch: Curriculum Rollout Sampling via Search Depth for Agentic RAG,"CuSearch, a curriculum rollout sampling framework with Search-Depth Greedy Allocation (SDGA) that reallocates update budget toward deeper-search trajectories, including SDGA-Auto and SDGA-Phase variants.",high,ZeroSearch,"Trajectories with deeper search contain more retrieval decision points and provide denser supervision for the retrieval sub-policy, and this heterogeneity grows during training.",not specified,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Agentic and Multi-Agent RAG
Agents Should Replace Narrow Predictive AI as the Orchestrator in 6G AI-RAN,"Proposing an architecture where LLMs act as the cognitive operating system in AI-RAN, translating human intent into policies and using Retrieval-Augmented Generation (RAG) for diagnosing network anomalies.",medium,"6G AI-RAN networks, multi-vendor network environments",Elevating multimodal Large Language Models (LLMs) or Large Telecom Models (LTMs) as central reasoning agents within the RAN Intelligent Controller to orchestrate narrow models as executable subroutines.,not specified,partly,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),System or Architecture
Leveraging RAG for Training-Free Alignment of LLMs,"RAG-Pref, an online (training-free) alignment algorithm that conditions on preferred and dispreferred samples during inference, which can be combined with offline alignment algorithms.",high,five widely used LLMs,"Retrieval Augmented Generation for Preference alignment (RAG-Pref), a simple RAG-based alignment algorithm that conditions on preferred and dispreferred samples to leverage contrastive information during inference.",not specified,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
Adversarial SQL Injection Generation with LLM-Based Architectures,"Introduction of two novel LLM-based systems: Retrieval Augmented Generation for Adversarial SQLi (RADAGAS) and Reflective Chain-of-Thought SQLi (RefleXQLi), compared with existing baselines against various WAFs and a...",medium,"10 Web Application Firewalls (6 rule-based open-source, 2 AI/ML-based, 2 commercial) and one execution-based MySQL validator, with GPT-4o, Claude 3.7 Sonnet, and DeepSeek R1 LLM models.",Using LLMs to generate adversarial SQL injection attacks for comprehensive evaluation of security defenses.,unknown,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
Grounded Satirical Generation with RAG,Retrieval-Augmented Generation (RAG) framework with a task-specific evaluation approach and human annotation process.,medium,Finnish context; annotated dataset with 100 generated definitions evaluated by six human annotators.,A novel pipeline for grounded satire generation using Retrieval-Augmented Generation (RAG) over current news to produce satirical dictionary definitions in the Finnish context.,Unknown (not explicitly mentioned in abstract),yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
