title,method,complexity,scenario,advantages,limitations,data_driven,category,category_zh,category_bilingual,source_category
IsabeLLM: Automated Theorem Proving Applied to Formally Verifying Consensus,"Implementing a Retrieval-Augmented Generation framework, Error tracing and counterexample generation for improved context, and ensuring compatibility with the latest version of Isabelle and Sledgehammer.",medium,Bitcoin's Proof of Work consensus,"Improving IsabeLLM, an automated theorem proving tool in Isabelle, by implementing a Retrieval-Augmented Generation framework, error tracing, and counterexample generation for improved context supplied to the Large La...",unknown,partly,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
A Unified Framework for Context-Aware and Relation-Aware Graph Retrieval-Augmented Generation,"Hierarchical index structures over hybrid graphs with both chunk and entity nodes, iterative clustering and LLM-based summary generation, context and relation-aware retrieval across abstraction levels with community e...",medium,unknown,"HyGRAG, a hierarchical graph RAG framework that constructs summaries integrating contextual and relational information, uses these synthesized representations for retrieval, and efficiently updates hierarchical struct...",unknown,unknown,Knowledge Graph and Structured Knowledge RAG,知识图谱与结构化知识 RAG,知识图谱与结构化知识 RAG (Knowledge Graph and Structured Knowledge RAG),Knowledge Graph and Structured Knowledge RAG
Pareto Optimal Re-ranking with Semi-Automated Content Credibility Detection,A dual-objective optimization approach that minimizes the Spearman's footrule distance to the original ranking while incorporating an additional linear cost objective to elevate the expected credibility of the content...,high,Real-world data collected over X (Twitter),An optimization-based method to improve the credibility of news content on social media feeds by refining existing content rankings while maintaining the original content order.,unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
FlowRAG: Synergizing Explicit Reasoning via Frequency-Aware Multi-Granularity Graph Flow,"FlowRAG constructs a quad-level heterogeneous graph over passages, summaries, sentences, and entities, with summary nodes serving as semantic hubs. It uses a dual-granularity activation module combining summary-query...",medium,complex reasoning benchmarks,FlowRAG is a semantic-aware retrieval framework that constructs a quad-level heterogeneous graph and uses a dual-granularity activation module combined with a frequency-aware weighted flow module to improve semantic r...,unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
Mind Companion: An Embodied Conversational Agent for Process-Based Psychotherapy,"LLM-based embodied conversational agent that performs real-time analysis of client statements, incorporates retrieval-augmented generation from evidence-based therapeutic literature, and delivers responses through an...",medium,real therapy sessions,An LLM-based embodied conversational agent integrating multi-layered psychological analysis with process-based therapy principles.,unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Domain-Specific RAG Applications
Conflict-Aware Retriever Editing for Knowledge Injection Attacks on LLM-Based RAG Systems,"CAREATTACK consists of two stages: conflict-aware retriever editing and attack-preserving anchor repair. The first stage adapts efficient closed-form parameter editing to dense retrieval models, promoting malicious kn...",medium,"Qwen3-Embedding-0.6B and BGE-M3 models, three benchmark datasets","Conflict-aware retriever editing (CAREATTACK), a model-centric retriever attack framework for malicious knowledge injection in RAG",not specified,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
MODE-RAG: Manifold Outlier Diagnosis and Energy-based Retrieval-Augmented Generation Evaluation,"Multi-Agent system using Variational Free Energy (VFE) and internal attention states to dynamically gate interventions, with five stage-specific agents, Monte Carlo Tree Search (MCTS) for causal derivation, logit pert...",high,MultiVent dataset with a challenging subset called ModeVent,"A Multi-Agent system, MODE-RAG, driven by Variational Free Energy (VFE) and internal attention states to dynamically gate interventions, with high-risk queries routed to five stage-specific agents integrating Monte Ca...",Not specified in the abstract,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Agentic and Multi-Agent RAG
Visual Retrieval-Augmented Generation for Silhouette-Guided Animal Art,A framework that retrieves structurally similar animal shapes from a curated corpus and uses them as reference exemplars to guide diffusion-based generation with ControlNet and IP-Adapter,medium,"A curated corpus of 28,586 high-quality silhouettes",Introducing Visual Retrieval-Augmented Generation (Visual-RAG) to computationally replicate the imaginative process of interpreting shapes,Challenges remain in achieving high perceptual impact,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Multimodal and Visual RAG
CIAN: Multi-Stage Framework for Event-Enriched Image Captioning via Retrieval-Augmented Generation,"Contextual Image-Article Narrator (CIAN), which retrieves relevant articles using SigLIP, summarizes them to guide a Narrative Generation stage with a LoRA-fine-tuned Qwen model, and applies N-Gram-based Refinement fo...",high,OpenEvents-V1 benchmark,A multi-stage framework that enriches captions with external narratives.,unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Core Retrieval and Ranking Methods
Cluster-Aware Dual-Level Test Specification Generation for Large-Scale Automotive Software Requirements,Requirements are embedded using sentence transformers and grouped using UMAP dimensionality reduction followed by HDBSCAN density-based clustering with automatic minimum cluster size selection. A multi-level map-reduc...,medium,automotive requirement datasets of varying scale,"A ""Cluster-then-Summarize"" pipeline that addresses the limitations of standard LLM approaches through three stages: embedding and clustering requirements, multi-level map-reduce summarization, and generating test spec...",not specified,yes,Domain-Specific RAG Applications,领域应用型 RAG,领域应用型 RAG (Domain-Specific RAG Applications),Domain-Specific RAG Applications
Understanding the Behaviors of Environment-aware Information Retrieval,"Using reinforcement learning to train LLMs to tailor queries to specific retriever characteristics, incorporating retriever-specific human guidance, and introducing a branching-based rollout technique for multi-retrie...",medium,unknown,LLMs can learn to adapt their query formulation strategies for different retrievers via reinforcement learning (RL).,unknown,unknown,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
SCAR: Semantic Continuity-Aware Retrieval for Efficient Context Expansion in RAG,"SCAR uses a relative expansion threshold tied to each retrieved chunk's own query-relevance, yielding an approximately scale-invariant decision rule that transfers across embedding models without recalibration",medium,"Four diverse corpora (RFC, GDPR, a 10-K report, and a Merger agreement; N=320 queries; 160 boundary-fragmented)","SCAR (Semantic Continuity-Aware Retrieval), an adaptive retrieval policy that selectively expands neighboring chunks by weighing query-neighbor relevance against a structural continuity penalty",unknown,yes,"Efficiency, Deployment, and On-Device RAG",效率、部署与端侧 RAG,"效率、部署与端侧 RAG (Efficiency, Deployment, and On-Device RAG)",Core Retrieval and Ranking Methods
Islamic Large Language Models: From Knowledge Acquisition to Trustworthy and Hallucination-Resistant AI,Retrieval-augmented generation for Islamic knowledge systems,medium,"Islamic NLP resources, Qur'anic question answering, Islamic knowledge benchmarks","Reliable Islamic AI systems require curated sources, retrieval and verification modules, citation-aware generation, madhhab-aware reasoning, human expert evaluation, and benchmarks measuring answer accuracy, faithfuln...",Fluency in Arabic is not sufficient for Islamic AI,yes,"Survey, Theory, and Governance",综述、理论与治理,"综述、理论与治理 (Survey, Theory, and Governance)","Survey, Theory, and Governance"
PathRouter: Aligning Rewards with Retrieval Quality in Agentic Graph Retrieval-Augmented Generation,PathRouter uses GRPO advantage scaling differentiated by trajectory categories and a frozen gold-evidence teacher for token-level KL guidance on reasoning and search-query tokens,high,six QA benchmarks across three model sizes,"PathRouter is a path-aware training framework that evaluates trajectories based on answer correctness and evidence-path overlap, and provides token-level KL guidance for evidence-poor trajectories",unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Agentic and Multi-Agent RAG
SAG: SQL-Retrieval Augmented Generation with Query-Time Dynamic Hyperedges,"SQL-Retrieval Augmented Generation (SAG), a structured architecture that constructs a dynamically instantiated local index structure at query time using SQL join queries instead of pre-building a global static graph.",medium,"HotpotQA, 2WikiMultiHop, and MuSiQue","Convert each chunk into a semantically complete event and a set of indexing entities, then use SQL join queries to dynamically link events that share entities into local hyperedges at query time.",not specified,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
Intelligent Multimodal Retrieval and Reasoning for Geospatial Knowledge Discovery on the I-GUIDE Platform,"I-GUIDE Smart Search combines production-maintained OpenSearch keyword, vector, and spatial indexes with a Neo4j knowledge graph and an iterative RAG pipeline for memory-aware query augmentation, reasoning, retrieval-...",medium,I-GUIDE Platform deployment; benchmark of 170 unique human-filtered user-facing queries; ten intent-specific probe sets,Developing a production multimodal geospatial retrieval-augmented generation (RAG) system embedded in the I-GUIDE Platform.,unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Domain-Specific RAG Applications
Mitigating Visual Hallucinations in Multimodal Systems through Retrieval-Augmented Reliability-Aware Inference,"Retrieval-augmented reliability-aware inference framework with external visual evidence database, nearest-neighbor retrieval, multiple reliability indicators (similarity strength, class-support agreement, evidence mar...",medium,ImageNet-100,A retrieval-augmented reliability-aware inference framework that constructs an external visual evidence database to estimate prediction trustworthiness through multiple reliability indicators and uses a decision gate...,unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Multimodal and Visual RAG
Retrievable Gradients: Continual Post-Training Without Cumulative Weight Drift,ReGrad paradigm with a bi-level meta-learning objective that reshapes document-derived gradients into generalizable adaptation signals for downstream tasks.,medium,unknown,"Treat gradients as retrievable units of knowledge through ReGrad, which pre-computes document-specific gradients, stores them in a Gradient Bank, and retrieves query-relevant gradients at inference time.",unknown,unknown,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
AI-Driven Framework for Adaptive Water Network Management with Proof-of-Concept Implementation: Addressing Non-Revenue Water in Jordan,"System combining real-time data streams with physics-based simulation to detect anomalies, using retrieval-augmented generation (RAG) for policy interpretation and function calling for network control.",medium,"EPYT with offline LLMs (llama3.1:8b via Ollama) on a 1,164-junction Amman district network","An intelligent framework integrating EPANET hydraulic modeling, digital twin technology, SCADA systems, and LLM-based AI agents for continuous network monitoring and adaptive decision-making.",unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
Agentic Retrieval and Reinforcement Learned Equation Chains: A Controlled Generation Framework for Complex and Novel Physics Word Problems,A two-stage framework: first stage uses offline temporal-difference learning to construct valid physics equation chains while an agentic RAG framework selects topic-specific concepts; second stage uses an LLM to conve...,medium,Physics Word Problems (PWPs) educational content generation,"ARVRE (Agentic Retrieval Value Reinforced Equation-chain), a two-stage framework for generating diverse and mathematically valid PWPs by combining reinforcement learning, retrieval-augmented generation, and LLMs.",unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
Ricci-Filtration: Boosting Retrieval-Augmented Generation Reranker to Query-Answer Tasks by Discrete Ricci Flow,"Ricci-Filtration, a geometry-based reranker enhancement that models query and chunks as a network, applies discrete Ricci flow to evaluate structural importance, filters chunks based on geometric curvature, then reran...",medium,unknown,"Using discrete Ricci flow to evaluate the structural importance of retrieved chunks with respect to the user query, filtering out noisy chunks based on geometric curvature",unknown,unknown,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
CHILLGuard: Towards Fine-Grained Chinese LLM Safety Guardrail with Scalable Data Construction and Model-aware Preference Alignment,"Scalable multi-stage data construction pipeline including retrieval-augmented generation for corpus expansion, prompt engineering rewriting for generating implicit harmful samples, and multi-model voting-based label c...",high,"CHILLGuardTrain (405,007 samples) and CHILLGuardTest (51,745 samples)","A dedicated Chinese LLM content safety guardrail (CHILLGuard) with a 5-macro, 31-micro category fine-grained risk taxonomy for Chinese scenarios.",unknown,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
ChatPlanner: A Large Language Model Framework for Personalized Public Transit Routing,"Fine-tuned LLMs with Retrieval-Augmented Generation (RAG) to extract routing parameters and interpret user preferences, integrating these into the objective function of a public transit routing algorithm.",high,Preference aware datasets incorporating eight personas and five contexts.,Leveraging Large Language Models with Retrieval-Augmented Generation to extract routing parameters and interpret nuanced user preferences from natural language queries.,unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
CONCORD: Asynchronous Sparse Aggregation for Device-Cloud RAG under Document Isolation,"CONCORD, an asynchronous sparse aggregation framework with waiting debt control to decide whether each decoding step should continue waiting for remote participation, and a certificate-guided minimal supplementation m...",medium,Natural Questions and WikiText-2,Treating the cloud as an asynchronously arriving evidence source rather than a continuously synchronized co-generator.,unknown,yes,"Efficiency, Deployment, and On-Device RAG",效率、部署与端侧 RAG,"效率、部署与端侧 RAG (Efficiency, Deployment, and On-Device RAG)","Efficiency, Deployment, and On-Device RAG"
A RAG-Enhanced Bi-Level Cognitive Orchestration Framework for LEO Satellite Networks,"A bi-level framework where an LLM leverages an offline-distilled Expert Knowledge Base (EKB) to infer preference weights at the strategic level, and a fidelity-aware genetic scheduler uses these weights to compute fea...",medium,Walker-Delta network testbed under mixed-criticality workloads,"A Retrieval-Augmented Generation (RAG)-enhanced bi-level cognitive orchestration framework for knowledge-guided, multi-objective scheduling that decouples network control across strategic upper and lower execution levels",Not specified in the abstract,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
Semantics-Enhanced Retrieval-Augmented Time Series Forecasting,"SERAF (Semantics-Enhanced Retrieval-Augmented Time Series Forecasting framework) retrieves two complementary sets of historical patterns and corresponding futures, which are selectively and jointly used to guide futur...",medium,seven real-world datasets,A multimodal approach that conducts dual retrieval over time series and their self-generated textual descriptions to enhance forecasting.,unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
Combining Retrieval-Augmented Text Generation with LLMs for Reading Content Recommendations,"A four-module architecture (Input, RAG, Generation, and Judging) that uses RAG to retrieve relevant information from the Internet and enriches content generated by three modern LLMs with three prompting strategies (Ch...",medium,Internet retrieval for reading content generation,Combining Retrieval-Augmented Generation (RAG) with Large Language Models (LLMs) to produce personalized reading materials,unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
"CMIP-Forge: An Agentic System that Retrieves, Computes, and Self-Reviews Climate Science","CMIP-Forge system with a curated corpus of 6,581 CMIP6 publications, an agentic pipeline with a tool-augmented worker executing Python workflows, and a panel of independent reviewer models auditing methodology",medium,Coupled Model Intercomparison Project Phase 6 (CMIP6) publications and Earth System Grid Federation (ESGF) data archives,A hybrid retrieval-augmented generation (RAG) and autonomous analysis system that bridges scientific literature with climate data archives,"Failure modes of the review loop including sycophantic regression, unresolved REVISE verdicts, and submission of stub code for review",yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Agentic and Multi-Agent RAG
Know Your Source: A Public Knowledge Store for Media Background Checks,"A reproducible methodology for constructing and updating the knowledge store, assessing widely used LLMs on the MBC generation task, and demonstrating MEDIAREF supports higher-quality MBC generation.",low,"MEDIAREF, a knowledge store of web-sourced documents from 200 media sources","MEDIAREF, a publicly available knowledge store of web-sourced documents that enables reproducible, low-cost evaluation of media background checks (MBCs) across 200 media sources.",unknown,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
CheckRLM: Effective Knowledge-Thought Coherence Checking in Retrieval-Augmented Reasoning,"CheckRLM extracts factual claims from the reasoning chain to identify knowledge inconsistencies during inference, and uses a refinement mechanism to make minimal-cost corrections leveraging external knowledge.",medium,unknown,CheckRLM improves the reliability of the reasoning process through Retrieval-Augmented Generation (RAG) by checking and correcting factual errors in the reasoning chain.,unknown,unknown,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
ContextNest: Verifiable Context Governance for Autonomous AI Agent,"ContextNext, an open specification and reference implementation for governed AI-consumable knowledge vaults that combines typed Markdown documents with metadata, deterministic set-algebraic selectors, contextnest:// U...",medium,"Two controlled experiments: a stale-version attack isolating governance-versus-retrieval failure mode and a retrieval-determinism experiment over a 1,060-document corpus.",Context governance as a formal concept and implementation for providing verifiable guarantees about knowledge used by AI agents.,Unknown (not explicitly mentioned in abstract),yes,"Survey, Theory, and Governance",综述、理论与治理,"综述、理论与治理 (Survey, Theory, and Governance)","Reliability, Safety, Privacy, and Security"
CausalSteward: An Agentic Divide-Conquer-Combine Copilot for Causal Discovery,"A human-in-the-loop framework that iteratively partitions large clusters of variables for separate analysis, integrating prior knowledge through retrieval augmented generation and conditional independence tests.",high,unknown,"CausalSteward is a multi-agent collaborative system that tackles high-dimensional causality through a divide-and-conquer approach, fusing prior knowledge with data-driven methods using tools like retrieval augmented g...",unknown,unknown,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Agentic and Multi-Agent RAG
Evaluating Chunking Strategies for Retrieval-Augmented Generation on Academic Texts,Comparing cluster-based semantic chunking with fixed-size and recursive chunking using the RAGAs framework,medium,"long, structured academic theses","Evaluating different chunking strategies for RAG systems on long, structured academic texts",RAGAs based faithfulness shows limited reliability in this setup,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
Lynx: Progressive Speculative Quantization for accelerating KV Transfer in Long-Context Inference,Lynx system that partitions the KV cache into a high-priority Anchor stream (most significant bits) and a low-priority Residual stream (remaining precision). Decoding begins with Anchor stream and proceeds speculative...,medium,multiple models and serving workloads mentioned,"Different bits in the KV cache contribute unequally to attention computation, enabling partial use during decoding. The most significant bits capture coarse attention structure while least significant bits refine prec...",unknown,yes,"Efficiency, Deployment, and On-Device RAG",效率、部署与端侧 RAG,"效率、部署与端侧 RAG (Efficiency, Deployment, and On-Device RAG)","Efficiency, Deployment, and On-Device RAG"
MMIR-TCM: Memory-Integrated Multimodal Inference and Retrieval for TCM Clinical Decision Support,"MMIR-TCM framework with three-stage architecture: Memory-SAM for tongue extraction, fine-tuned Qwen3-VL for structured diagnosis generation, and Qwen3-based RAG for clinical decision support.",medium,"MedTCM, a new large-scale multimodal dataset specifically for advanced TCM research.",Emulate TCM expert diagnostic process by integrating multimodal large language model with memory-augmented segmentation and retrieval-augmented generation.,unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Domain-Specific RAG Applications
Development of a Retrieval-Augmented Generation Virtual Assistant for Enhanced Information Discovery at Rubin Observatory,"A prototype RAG-based virtual assistant that integrates material from multiple sources and enables semantic search through a conversational interface, using Weaviate for embeddings, LangChain for query orchestration,...",medium,"Rubin Observatory's documentation ecosystem, including operational guides, technical notes, and scientific papers from the NSF-DOE Vera C. Rubin Observatory and the Legacy Survey of Space and Time (LSST).","Use Retrieval Augmented Generation (RAG) to improve information discovery by creating a virtual assistant that delivers context-aware, factual, conversational access to Rubin's documentation.",unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
Towards Developing a Multimodal Chat Assistant for University Stakeholders: RAG-based Approach,"A system that combines large language models with semantic retrieval, accepts text and image queries through a vision-language model, and applies quantized inference for deployment on constrained hardware. The backend...",medium,"University stakeholders, institution-centric resources such as university handbook.",Presenting a multimodal university chatbot with retrieval-augmented generation that combines a large language model with semantic retrieval to produce context-based responses from institution-centric resources.,Response time is increased for visual inputs.,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Domain-Specific RAG Applications
Bayesian Uncertainty Propagation for Agentic RAG Pipelines: A Proof-of-Concept Study on Multi-Hop Question Answering,A framework that propagates uncertainty signals through a Bayesian Network to estimate system-level uncertainty and provide node-level indicators of potential failure points across the workflow.,medium,"StrategyQA and HotpotQA, with future validation in industrial domains such as Offshore Wind (OSW) maintenance decision support.","An uncertainty-aware Agentic RAG framework where planner, evaluator and generator stages produce uncertainty signals derived from semantic divergence and generator self-evaluation, propagated through a Bayesian Networ...",StrategyQA exposes limitations caused by miscalibration and unreliable upstream signals; future validation required in industrial domains.,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Agentic and Multi-Agent RAG
HYPIC: Accelerating Hybrid-Attention LLM Serving with Position-Independent Caching,"Hypic exploits segment-level self-containment to parallelize cache-miss prefill across instances, enabling constant-time state composition of independently cached segments and turning long cold requests into an accele...",medium,unknown,"Hypic is the first serving system for hybrid-attention LLMs with position-independent caching, which caches the segment-cumulative transition operator alongside each segment's zero-start end-state for linear-attention...",unknown,unknown,"Efficiency, Deployment, and On-Device RAG",效率、部署与端侧 RAG,"效率、部署与端侧 RAG (Efficiency, Deployment, and On-Device RAG)","Efficiency, Deployment, and On-Device RAG"
"Beyond Document Grounding: Span-Level Hallucination Detection over Code, Tool Output, and Documents","Building the benchmark by starting from grounded correct answers, injecting localized hallucinations with exact character labels, and validating the code test split with evidence-based review. Using a fine-tuned Qwen3...",low,"Code, tool output, structured documents, natural-language RAG datasets, RAGTruth, English PsiloQA","Introducing a unified benchmark for span-level hallucination detection that covers code, tool output, structured documents, and existing natural-language RAG datasets.",unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),"Evaluation, Benchmarks, and Diagnostics"
ClinRAG-GRAPH: Clinical-prior Retrieval-Augmented Graph Model with Domain Adversarial Learning for Breast pCR Prediction,ClinRAG-GRAPH constructs an intra-patient clinical-prior graph and applies a prior-guided relation-aware graph convolutional network for structured multimodal representation learning. It introduces a dual-branch domai...,medium,A large-scale multicenter NAC breast cancer cohort from two public sources and three in-house centers.,"Clinically informed Retrieval-Augmented Generation Graph framework for pre-treatment pCR prediction using DCE-MRI, clinical variables, and pathological biomarkers.",unknown,yes,Domain-Specific RAG Applications,领域应用型 RAG,领域应用型 RAG (Domain-Specific RAG Applications),Domain-Specific RAG Applications
What Survives Into Context: A Diagnostic for Budget-Constrained Multi-Hop RAG and When Submodular Evidence Packing Improves It,"Casting reader-context construction as budgeted monotone submodular maximization and building a packer that jointly optimizes relevance, query coverage, representativeness, and diversity.",medium,HotpotQA and 2WikiMultiHopQA,"Introduction of answer-in-context, a diagnostic that measures whether a gold answer survives as a contiguous span in the packed reader context, which better predicts answer F1 than recall.","The submodular evidence packing improvement requires the conjunction of (i) multi-hop complementary structure, (ii) retrieval that surfaces the evidence, (iii) a binding but not extreme budget, and (iv) a reader weak...",yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)",Core Retrieval and Ranking Methods
M2Note: Continual Evolution of Vision Language Models via Mistake Notebook Learning,"Transforming failed trajectories into compact subject-guidance notes, retrieving relevant notes via multimodal retrieval-augmented generation (RAG) at test time, and using batch-level post-verification with rollback t...",high,six multimodal reasoning benchmarks,"Multimodal Mistake Notebook Learning (M2Note), a training-free continual evolution framework that externalizes learning into an editable memory",not specified,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Core Retrieval and Ranking Methods
Dual-Confidence Contrastive Decoding for Retrieval-Augmented Generation,"DCCD, a training-free decoding method that estimates document-level confidence (whether a document is sufficient for answering) and token-level confidence (whether a document supports confident next-token prediction),...",high,DRQA benchmark (fact-conflict question answering from enterprise deep-research scenarios) and standard multi-document QA benchmarks.,Dual-Confidence Contrastive Decoding (DCCD) that combines document-level and token-level confidence signals to select positive and negative document-conditioned streams.,Not specified,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
When RAG Meets Query Planning: Logical Query Trees for Resolving Exploratory Reasoning Problems,"PlanRAG framework that decomposes ERPs into atomic queries, organizes them into LQTs using dynamic programming guided by a cost model, and executes iterative aggregation, rewriting, retrieval, and generation over LQTs...",high,WikiWeb-ERP (newly constructed dataset),Modeling ERPs of natural language as logical query trees (LQTs) to address the challenges of representation and optimization gaps between structured SQL and unstructured natural language.,unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Core Retrieval and Ranking Methods
KidnapRAG: A Black-Box Attack for Hijacking Reasoning in Agentic Retrieval-Augmented Generation Systems,"A black-box poisoning attack where the attacker can only publish externally retrievable poisoned documents, using three specific documents to progressively manipulate the retrieval process.",medium,"multiple Agentic RAG frameworks, LLM backbones, and benchmarks","KidnapRAG, a sequential poisoning attack that hijacks an agent's multi-step reasoning chain using three role-specific documents: Bait, Chain-Link, and Mal-Ins.",not specified,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)",Core Retrieval and Ranking Methods
Embedding Inference Attack,"Embedding Inference Attack (EIA), where tailored queries are used to identify the embedding model from observed retrieved documents without ranking or similarity scores. The method remains effective even with reranker...",medium,Real Retrieval-Augmented Generation (RAG) system,Tailored queries can be used by an adversary to identify which embedding model is in use from a set of known model candidates in a black-box IR system setting.,not specified,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
RareDxR1: Autonomous Medical Reasoning for Rare Disease Diagnosis Beyond Human Annotation,"RareDxR1, a progressive end-to-end training framework that synergizes knowledge internalization with autonomous evolutionary learning. Includes Reflection-Enhanced Reasoning Sampling (RERS) for synthesizing expert-lev...",high,Rare disease diagnosis from unstructured clinical notes; benchmarks mentioned but not named,"An end-to-end reasoning-centric large language model for open-domain rare disease diagnosis directly from unstructured clinical notes, bypassing reliance on structured phenotypes and closed-set decision-making.",Not specified in the abstract,yes,Domain-Specific RAG Applications,领域应用型 RAG,领域应用型 RAG (Domain-Specific RAG Applications),Domain-Specific RAG Applications
AdaTrans: Automated C to Rust Transformation via Error-Adaptive Repair,"A framework with three core mechanisms: Strategy-Driven RAG to map compiler errors to specific repairs, Error-Stratified Transformation Strategy that adapts based on error types, and a multi-stage validation pipeline...",high,104 algorithmic problems dataset,"AdaTrans is a framework that addresses C to Rust transformation issues through three core mechanisms: a Strategy-Driven Retrieval-Augmented Generation mechanism, an Error-Stratified Transformation Strategy, and a mult...",unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),System or Architecture
A Large-Language-Model Supported Personalized Driving Framework for Lane Change in Highway Scenarios,"An LLM-supported framework that constructs style-specific parameter sets through clustering and style-intensity ranking, and uses retrieval-augmented generation (RAG) for interpreting implicit user commands.",medium,Highway lane-change scenarios; Apollo automated driving stack; retrieval dataset for RAG,Using a large language model (LLM) to map natural-language driving commands to executable planning parameters for personalized lane-change behaviors.,Not specified,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
